ciudad,date,value
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-09-01,69310.66262958494
Trinidad,2021-09-01,4634.926901520821
Potosí,2021-09-01,12000.74218994204
Sucre,2021-09-01,10445.202743265558
Tarija,2021-09-01,10683.703215300453
Montero,2021-09-01,4411.872391527307
Santa Cruz de la Sierra,2021-09-01,71214.32378619809
Santa Cruz Metrópoli,2021-09-01,145385.47886541442
El Alto; La Paz,2021-10-01,75799.98155400387
Caranavi,2021-10-01,497.1138036061734
Riberalta,2021-10-01,1976.1846315280916
Oruro,2021-10-01,22105.826564555777
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-10-01,67381.5695753731
Trinidad,2021-10-01,4779.058858101977
Potosí,2021-10-01,11748.141745157916
Sucre,2021-10-01,9640.363976917663
Tarija,2021-10-01,7713.857769787317
Montero,2021-10-01,4368.495556630108
Santa Cruz de la Sierra,2021-10-01,71402.94154904973
Santa Cruz Metrópoli,2021-10-01,147065.6286984392
El Alto; La Paz,2021-11-01,68886.62912379052
Caranavi,2021-11-01,436.035648212801
Riberalta,2021-11-01,480.21545406314084
Oruro,2021-11-01,20669.105176650774
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-11-01,58158.076655003846
Trinidad,2021-11-01,3962.3660278471666
Potosí,2021-11-01,10489.751351808221
Sucre,2021-11-01,7455.993086846904
Tarija,2021-11-01,7086.3866622396545
Montero,2021-11-01,4139.645059832641
Santa Cruz de la Sierra,2021-11-01,72048.14133185122
Santa Cruz Metrópoli,2021-11-01,149649.04753438281
El Alto; La Paz,2021-12-01,59201.90273110001
Caranavi,2021-12-01,433.69442991129347
Riberalta,2021-12-01,0.0
Oruro,2021-12-01,16014.983160524856
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-12-01,58222.17405162421
Trinidad,2021-12-01,4556.669460021964
Potosí,2021-12-01,7588.506446777601
Sucre,2021-12-01,8485.947697687501
Tarija,2021-12-01,7799.697396643139
Montero,2021-12-01,4162.569802354129
Santa Cruz de la Sierra,2021-12-01,66940.29074179957
Santa Cruz Metrópoli,2021-12-01,141451.31780864185
El Alto; La Paz,2022-01-01,34686.65172812508
Caranavi,2022-01-01,413.58725463436815
Riberalta,2022-01-01,1719.6098732688401
Oruro,2022-01-01,19665.744977687686
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-01-01,55404.40347863619
Trinidad,2022-01-01,4682.904648549824
Potosí,2022-01-01,6433.611273695209
Sucre,2022-01-01,6820.792126581949
Tarija,2022-01-01,5538.635914405009
Montero,2022-01-01,4513.481922782521
Santa Cruz de la Sierra,2022-01-01,74892.68744657417
Santa Cruz Metrópoli,2022-01-01,144617.70319365532
El Alto; La Paz,2022-02-01,54198.221645745805
Caranavi,2022-02-01,439.5018405596998
Riberalta,2022-02-01,1475.0558049226802
Oruro,2022-02-01,16533.598697949295
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-02-01,29867.354825462327
Trinidad,2022-02-01,4410.565251768104
Potosí,2022-02-01,9309.627135579383
Sucre,2022-02-01,9098.46268277729
Tarija,2022-02-01,5988.3831418836835
Montero,2022-02-01,4682.980247090609
Santa Cruz de la Sierra,2022-02-01,71754.01928466858
Santa Cruz Metrópoli,2022-02-01,151896.04151159927
El Alto; La Paz,2022-03-01,71032.8389324011
Caranavi,2022-03-01,490.9244694834246
Riberalta,2022-03-01,1529.8509824368596
Oruro,2022-03-01,20493.493709596005
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-03-01,56566.55823428187
Trinidad,2022-03-01,4149.210786202259
Potosí,2022-03-01,10904.481277412882
Sucre,2022-03-01,8480.382981551398
Tarija,2022-03-01,7444.031913424821
Montero,2022-03-01,4518.966279173717
Santa Cruz de la Sierra,2022-03-01,67104.85305576274
Santa Cruz Metrópoli,2022-03-01,147715.6878745059
El Alto; La Paz,2022-04-01,67966.71470531763
Caranavi,2022-04-01,474.4714102066616
Riberalta,2022-04-01,1596.9438023659525
Oruro,2022-04-01,20963.970116377805
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-04-01,64184.24288077284
Trinidad,2022-04-01,4772.07027299147
Potosí,2022-04-01,11008.163146664816
Sucre,2022-04-01,10184.536583785684
Tarija,2022-04-01,7784.665255802748
Montero,2022-04-01,4622.329125608766
Santa Cruz de la Sierra,2022-04-01,71648.38424337443
Santa Cruz Metrópoli,2022-04-01,154606.2544624686
El Alto; La Paz,2022-05-01,79534.18342219175
Caranavi,2022-05-01,479.2761183445946
Riberalta,2022-05-01,1830.0559231668706
Oruro,2022-05-01,24483.66991218516
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-05-01,70658.48649876419
Trinidad,2022-05-01,4750.073814175994
Potosí,2022-05-01,13164.45967032033
Sucre,2022-05-01,10984.638793367843
Tarija,2022-05-01,8376.275763565778
Montero,2022-05-01,4775.232561888534
Santa Cruz de la Sierra,2022-05-01,72110.57786916186
Santa Cruz Metrópoli,2022-05-01,143030.64468520918
El Alto; La Paz,2022-06-01,71693.58229975142
Caranavi,2022-06-01,365.4763914488694
Riberalta,2022-06-01,1515.6882371621973
Oruro,2022-06-01,24260.064106369606
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-06-01,72475.1813593008
Trinidad,2022-06-01,4506.177061908619
Potosí,2022-06-01,13313.489129623124
Sucre,2022-06-01,11728.504894848662
Tarija,2022-06-01,11861.470842210574
Montero,2022-06-01,4681.226118056799
Santa Cruz de la Sierra,2022-06-01,65849.24159336487
Santa Cruz Metrópoli,2022-06-01,132879.8277645212
El Alto; La Paz,2022-07-01,83768.96899015072
Caranavi,2022-07-01,514.0030210456719
Riberalta,2022-07-01,1831.6445479994159
Oruro,2022-07-01,24801.33191103884
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-07-01,73354.41790561061
Trinidad,2022-07-01,5551.907493980734
Potosí,2022-07-01,13465.59107750736
Sucre,2022-07-01,12479.206733454206
Tarija,2022-07-01,12475.187189208527
Montero,2022-07-01,5368.613802425855
Santa Cruz de la Sierra,2022-07-01,81530.95249697879
Santa Cruz Metrópoli,2022-07-01,141034.66454378038
El Alto; La Paz,2022-08-01,83195.36200462862
Caranavi,2022-08-01,462.6193350491569
Riberalta,2022-08-01,1607.7254881910833
Oruro,2022-08-01,23800.65292281157
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-08-01,69946.22149198162
Trinidad,2022-08-01,4546.132465335202
Potosí,2022-08-01,12910.955539890128
Sucre,2022-08-01,11989.340180144125
Tarija,2022-08-01,10786.117758779781
Montero,2022-08-01,4812.270342524612
Santa Cruz de la Sierra,2022-08-01,75521.35139674436
Santa Cruz Metrópoli,2022-08-01,139450.3748535392
El Alto; La Paz,2022-09-01,78879.38389698029
Caranavi,2022-09-01,556.6575272023683
Riberalta,2022-09-01,1725.188666205314
Oruro,2022-09-01,25075.308320976354
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-09-01,70868.92294889968
Trinidad,2022-09-01,4644.878281115433
Potosí,2022-09-01,13849.804333556633
Sucre,2022-09-01,10043.215648657668
Tarija,2022-09-01,7541.152501615354
Montero,2022-09-01,4339.900621542976
Santa Cruz de la Sierra,2022-09-01,71183.82219421164
Santa Cruz Metrópoli,2022-09-01,156860.3327365234
El Alto; La Paz,2022-10-01,79706.98344248087
Caranavi,2022-10-01,477.00854863740653
Riberalta,2022-10-01,1732.5403158504
Oruro,2022-10-01,24226.464701569665
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-10-01,65731.0669998846
Trinidad,2022-10-01,4705.866343792049
Potosí,2022-10-01,13159.316646465246
Sucre,2022-10-01,10142.11729617914
Tarija,2022-10-01,8603.878398649016
Montero,2022-10-01,4894.715639137755
Santa Cruz de la Sierra,2022-10-01,73942.10883432883
Santa Cruz Metrópoli,2022-10-01,178037.0270897304
El Alto; La Paz,2022-11-01,79238.52391964012
Caranavi,2022-11-01,593.4810980618
Riberalta,2022-11-01,1997.8958780551068
Oruro,2022-11-01,23022.789730388628
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-11-01,65377.15208705616
Trinidad,2022-11-01,4839.623449182742
Potosí,2022-11-01,11569.511235657392
Sucre,2022-11-01,10876.710345527707
Tarija,2022-11-01,8680.259140548049
Montero,2022-11-01,5074.925250523697
Santa Cruz de la Sierra,2022-11-01,76561.73912586657
Santa Cruz Metrópoli,2022-11-01,168073.64978136923
El Alto; La Paz,2022-12-01,76773.06446758358
Caranavi,2022-12-01,97.3914112857744
Riberalta,2022-12-01,2012.650510575899
Oruro,2022-12-01,23644.364816905927
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2022-12-01,57265.30531336027
Trinidad,2022-12-01,4155.086202728512
Potosí,2022-12-01,11961.023190484799
Sucre,2022-12-01,8226.30761260472
Tarija,2022-12-01,6265.306899958961
Montero,2022-12-01,4861.469087360188
Santa Cruz de la Sierra,2022-12-01,76248.73782971305
Santa Cruz Metrópoli,2022-12-01,152468.77243741363
El Alto; La Paz,2023-01-01,82127.0611529877
Caranavi,2023-01-01,431.88886204446663
Riberalta,2023-01-01,1833.6655331194029
Oruro,2023-01-01,22221.650081431504
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-01-01,60554.55760373811
Trinidad,2023-01-01,4683.406348899126
Potosí,2023-01-01,11819.201309760645
Sucre,2023-01-01,10639.2398217082
Tarija,2023-01-01,8689.1332233651
Montero,2023-01-01,4241.602166921426
Santa Cruz de la Sierra,2023-01-01,72100.27754886058
Santa Cruz Metrópoli,2023-01-01,145474.1997296847
El Alto; La Paz,2023-02-01,50733.693518236585
Caranavi,2023-02-01,448.78874422551377
Riberalta,2023-02-01,1888.6034869158666
Oruro,2023-02-01,22915.119070639914
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-02-01,63695.51849961049
Trinidad,2023-02-01,4259.616681696503
Potosí,2023-02-01,11746.884435709551
Sucre,2023-02-01,10072.32109601264
Tarija,2023-02-01,6215.328463691594
Montero,2023-02-01,5057.394947089403
Santa Cruz de la Sierra,2023-02-01,74174.64520266435
Santa Cruz Metrópoli,2023-02-01,166126.13627289492
El Alto; La Paz,2023-03-01,70178.41474653225
Caranavi,2023-03-01,513.7438039322693
Riberalta,2023-03-01,1961.7453659115172
Oruro,2023-03-01,23395.607461752123
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-03-01,71472.45106520357
Trinidad,2023-03-01,4139.326215189869
Potosí,2023-03-01,11927.396005677247
Sucre,2023-03-01,12298.473613914088
Tarija,2023-03-01,9956.515942029508
Montero,2023-03-01,4639.963338889914
Santa Cruz de la Sierra,2023-03-01,60185.84799211118
Santa Cruz Metrópoli,2023-03-01,125407.35075565104
El Alto; La Paz,2023-04-01,83315.26915794105
Caranavi,2023-04-01,532.0975696450939
Riberalta,2023-04-01,2178.793764021643
Oruro,2023-04-01,24687.737751116703
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-04-01,70736.39484208594
Trinidad,2023-04-01,4642.945651994672
Potosí,2023-04-01,13702.400588776318
Sucre,2023-04-01,11788.870444677856
Tarija,2023-04-01,8900.665835809
Montero,2023-04-01,4611.37027807493
Santa Cruz de la Sierra,2023-04-01,61517.29506160302
Santa Cruz Metrópoli,2023-04-01,138477.57965052876
El Alto; La Paz,2023-05-01,89325.36264954226
Caranavi,2023-05-01,598.3603519404052
Riberalta,2023-05-01,2220.822116533155
Oruro,2023-05-01,25214.051428637606
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-05-01,73790.45811946409
Trinidad,2023-05-01,4729.267782702398
Potosí,2023-05-01,13715.757604051803
Sucre,2023-05-01,13270.01787974741
Tarija,2023-05-01,11299.740319000273
Montero,2023-05-01,5113.932047201138
Santa Cruz de la Sierra,2023-05-01,67547.52465852199
Santa Cruz Metrópoli,2023-05-01,141073.93934164345
El Alto; La Paz,2023-06-01,93505.6878450263
Caranavi,2023-06-01,539.0727849657044
Riberalta,2023-06-01,2406.513216737992
Oruro,2023-06-01,26390.687915478495
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-06-01,76425.48625064334
Trinidad,2023-06-01,4839.113993316893
Potosí,2023-06-01,14048.545774686452
Sucre,2023-06-01,12713.694366158112
Tarija,2023-06-01,11141.786098360903
Montero,2023-06-01,4807.649870440541
Santa Cruz de la Sierra,2023-06-01,70770.46121366887
Santa Cruz Metrópoli,2023-06-01,138805.1684211637
El Alto; La Paz,2023-07-01,91393.29631875127
Caranavi,2023-07-01,466.44780536305666
Riberalta,2023-07-01,2331.4550547509502
Oruro,2023-07-01,25391.511827300263
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-07-01,76185.81872192139
Trinidad,2023-07-01,4922.639131051712
Potosí,2023-07-01,13997.127254804445
Sucre,2023-07-01,12050.446982319803
Tarija,2023-07-01,10608.935070376889
Montero,2023-07-01,4209.691964112779
Santa Cruz de la Sierra,2023-07-01,48357.718358109276
Santa Cruz Metrópoli,2023-07-01,99818.81728302741
El Alto; La Paz,2023-08-01,90342.11198957145
Caranavi,2023-08-01,565.0955278401279
Riberalta,2023-08-01,2352.6528236743293
Oruro,2023-08-01,26169.065257349026
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-08-01,76841.59306938578
Trinidad,2023-08-01,5137.859073485345
Potosí,2023-08-01,14185.950788066088
Sucre,2023-08-01,13661.923362968486
Tarija,2023-08-01,12197.003799838641
Montero,2023-08-01,5295.806236565111
Santa Cruz de la Sierra,2023-08-01,76674.3739999661
Santa Cruz Metrópoli,2023-08-01,204923.2397865867
El Alto; La Paz,2023-09-01,90980.15297988408
Caranavi,2023-09-01,508.82239264343286
Riberalta,2023-09-01,2103.95258334688
Oruro,2023-09-01,25260.461333375464
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-09-01,74494.94536053459
Trinidad,2023-09-01,4758.379096866937
Potosí,2023-09-01,13854.205665340845
Sucre,2023-09-01,13458.803692923455
Tarija,2023-09-01,11993.800711056763
Montero,2023-09-01,5111.682600497734
Santa Cruz de la Sierra,2023-09-01,76083.43227015896
Santa Cruz Metrópoli,2023-09-01,159526.94420575953
El Alto; La Paz,2023-10-01,88363.04519052067
Caranavi,2023-10-01,564.1930194923106
Riberalta,2023-10-01,2565.2490645752814
Oruro,2023-10-01,23572.18494115309
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-10-01,70269.34715406291
Trinidad,2023-10-01,4499.743882155419
Potosí,2023-10-01,13483.561563712943
Sucre,2023-10-01,12364.687479405547
Tarija,2023-10-01,10631.018276005865
Montero,2023-10-01,4985.008649147258
Santa Cruz de la Sierra,2023-10-01,69254.1160172089
Santa Cruz Metrópoli,2023-10-01,168161.86773505068
El Alto; La Paz,2023-11-01,86930.9917825453
Caranavi,2023-11-01,581.0900772899977
Riberalta,2023-11-01,2610.9082641495206
Oruro,2023-11-01,22946.710720547984
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2023-11-01,67695.36168799475
Trinidad,2023-11-01,5134.446353327407
Potosí,2023-11-01,13366.524525325674
Sucre,2023-11-01,12192.48480190179
Tarija,2023-11-01,9655.277358622412
Montero,2023-11-01,4478.570972829006
Santa Cruz de la Sierra,2023-11-01,64154.992269149036
Santa Cruz Metrópoli,2023-11-01,159849.65525867636
